speaker_id,gender,subset,length,path
jvs001,M,parallel,186929,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_086.wav
jvs001,M,parallel,193535,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_092.wav
jvs001,M,parallel,205052,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_045.wav
jvs001,M,parallel,140679,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_051.wav
jvs001,M,parallel,204426,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_079.wav
jvs001,M,parallel,232578,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_078.wav
jvs001,M,parallel,194881,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_050.wav
jvs001,M,parallel,240157,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_044.wav
jvs001,M,parallel,251188,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_093.wav
jvs001,M,parallel,238492,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_087.wav
jvs001,M,parallel,153466,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_049.wav
jvs001,M,parallel,178594,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_061.wav
jvs001,M,parallel,155213,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_075.wav
jvs001,M,parallel,138512,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_074.wav
jvs001,M,parallel,174604,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_060.wav
jvs001,M,parallel,198084,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_048.wav
jvs001,M,parallel,223734,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_100.wav
jvs001,M,parallel,173318,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_089.wav
jvs001,M,parallel,266234,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_076.wav
jvs001,M,parallel,182963,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_062.wav
jvs001,M,parallel,111900,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_063.wav
jvs001,M,parallel,217583,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_077.wav
jvs001,M,parallel,164271,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_088.wav
jvs001,M,parallel,161910,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_098.wav
jvs001,M,parallel,174139,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_073.wav
jvs001,M,parallel,181814,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_067.wav
jvs001,M,parallel,189505,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_066.wav
jvs001,M,parallel,182791,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_072.wav
jvs001,M,parallel,132088,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_099.wav
jvs001,M,parallel,138913,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_064.wav
jvs001,M,parallel,197185,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_070.wav
jvs001,M,parallel,158028,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_058.wav
jvs001,M,parallel,168343,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_059.wav
jvs001,M,parallel,159665,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_071.wav
jvs001,M,parallel,217029,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_065.wav
jvs001,M,parallel,218416,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav
jvs001,M,parallel,151293,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_016.wav
jvs001,M,parallel,163139,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_017.wav
jvs001,M,parallel,153137,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav
jvs001,M,parallel,214870,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_029.wav
jvs001,M,parallel,137495,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_015.wav
jvs001,M,parallel,206905,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
jvs001,M,parallel,81562,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_014.wav
jvs001,M,parallel,236983,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_028.wav
jvs001,M,parallel,128361,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav
jvs001,M,parallel,156565,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav
jvs001,M,parallel,185077,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_038.wav
jvs001,M,parallel,165077,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_039.wav
jvs001,M,parallel,307373,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav
jvs001,M,parallel,174598,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav
jvs001,M,parallel,220083,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_007.wav
jvs001,M,parallel,140665,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_013.wav
jvs001,M,parallel,152371,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_012.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,parallel,113522,jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs001,M,non-parallel,108004,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1159.wav
jvs001,M,non-parallel,81705,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1818.wav
jvs001,M,non-parallel,97931,jvs001/nonpara30/wav24kHz16bit/BASIC5000_2241.wav
jvs001,M,non-parallel,175511,jvs001/nonpara30/wav24kHz16bit/ONOMATOPEE300_222.wav
jvs001,M,non-parallel,88879,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0164.wav
jvs001,M,non-parallel,94840,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0429.wav
jvs001,M,non-parallel,121564,jvs001/nonpara30/wav24kHz16bit/BASIC5000_0691.wav
jvs001,M,non-parallel,107471,jvs001/nonpara30/wav24kHz16bit/BASIC5000_0518.wav
jvs001,M,non-parallel,128330,jvs001/nonpara30/wav24kHz16bit/BASIC5000_2695.wav
jvs001,M,non-parallel,97053,jvs001/nonpara30/wav24kHz16bit/BASIC5000_0025.wav
jvs001,M,non-parallel,123694,jvs001/nonpara30/wav24kHz16bit/BASIC5000_0408.wav
jvs001,M,non-parallel,128881,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1896.wav
jvs001,M,non-parallel,87798,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0516.wav
jvs001,M,non-parallel,184019,jvs001/nonpara30/wav24kHz16bit/BASIC5000_2018.wav
jvs001,M,non-parallel,127899,jvs001/nonpara30/wav24kHz16bit/BASIC5000_0235.wav
jvs001,M,non-parallel,81588,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0732.wav
jvs001,M,non-parallel,140410,jvs001/nonpara30/wav24kHz16bit/BASIC5000_2200.wav
jvs001,M,non-parallel,93551,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1866.wav
jvs001,M,non-parallel,116721,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0647.wav
jvs001,M,non-parallel,78278,jvs001/nonpara30/wav24kHz16bit/UT-PARAPHRASE-sent154-phrase1.wav
jvs001,M,non-parallel,168668,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1485.wav
jvs001,M,non-parallel,84056,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0340.wav
jvs001,M,non-parallel,102657,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0397.wav
jvs001,M,non-parallel,161150,jvs001/nonpara30/wav24kHz16bit/BASIC5000_2458.wav
jvs001,M,non-parallel,119906,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1635.wav
jvs001,M,non-parallel,108868,jvs001/nonpara30/wav24kHz16bit/TRAVEL1000_0009.wav
jvs001,M,non-parallel,146626,jvs001/nonpara30/wav24kHz16bit/BASIC5000_2304.wav
jvs001,M,non-parallel,122998,jvs001/nonpara30/wav24kHz16bit/ONOMATOPEE300_200.wav
jvs001,M,non-parallel,126130,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1356.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs001,M,non-parallel,72515,jvs001/nonpara30/wav24kHz16bit/BASIC5000_1140.wav
jvs002,F,parallel,167222,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_023.wav
jvs002,F,parallel,136019,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_037.wav
jvs002,F,parallel,181234,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_036.wav
jvs002,F,parallel,314866,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_022.wav
jvs002,F,parallel,189685,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_008.wav
jvs002,F,parallel,107098,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav
jvs002,F,parallel,170822,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_020.wav
jvs002,F,parallel,165515,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_021.wav
jvs002,F,parallel,193561,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_035.wav
jvs002,F,parallel,163800,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_009.wav
jvs002,F,parallel,111732,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_031.wav
jvs002,F,parallel,120067,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_025.wav
jvs002,F,parallel,193692,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_019.wav
jvs002,F,parallel,178878,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_018.wav
jvs002,F,parallel,212218,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_024.wav
jvs002,F,parallel,137509,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_030.wav
jvs002,F,parallel,118190,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_026.wav
jvs002,F,parallel,231585,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_032.wav
jvs002,F,parallel,98335,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav
jvs002,F,parallel,162052,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_027.wav
jvs002,F,parallel,158163,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_083.wav
jvs002,F,parallel,217630,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_097.wav
jvs002,F,parallel,156404,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_068.wav
jvs002,F,parallel,119109,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_040.wav
jvs002,F,parallel,294871,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_054.wav
jvs002,F,parallel,95702,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_055.wav
jvs002,F,parallel,154143,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_041.wav
jvs002,F,parallel,222870,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_069.wav
jvs002,F,parallel,215893,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_096.wav
jvs002,F,parallel,161852,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_082.wav
jvs002,F,parallel,333184,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_094.wav
jvs002,F,parallel,163857,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_080.wav
jvs002,F,parallel,134715,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_057.wav
jvs002,F,parallel,172712,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_043.wav
jvs002,F,parallel,127967,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_042.wav
jvs002,F,parallel,186173,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_056.wav
jvs002,F,parallel,210153,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_081.wav
jvs002,F,parallel,182249,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_095.wav
jvs002,F,parallel,105710,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav
jvs002,F,parallel,259497,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_085.wav
jvs002,F,parallel,198252,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_052.wav
jvs002,F,parallel,142848,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_046.wav
jvs002,F,parallel,194390,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_047.wav
jvs002,F,parallel,149904,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_053.wav
jvs002,F,parallel,194573,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_084.wav
jvs002,F,parallel,158757,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_090.wav
jvs002,F,parallel,179743,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_086.wav
jvs002,F,parallel,181670,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_092.wav
jvs002,F,parallel,210457,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_045.wav
jvs002,F,parallel,132149,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_051.wav
jvs002,F,parallel,205736,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_079.wav
jvs002,F,parallel,233768,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_078.wav
jvs002,F,parallel,190013,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_050.wav
jvs002,F,parallel,230671,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_044.wav
jvs002,F,parallel,240604,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_093.wav
jvs002,F,parallel,220530,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_087.wav
jvs002,F,parallel,152591,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_049.wav
jvs002,F,parallel,175173,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_061.wav
jvs002,F,parallel,155061,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_075.wav
jvs002,F,parallel,131696,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_074.wav
jvs002,F,parallel,158881,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_060.wav
jvs002,F,parallel,198178,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_048.wav
jvs002,F,parallel,220371,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_100.wav
jvs002,F,parallel,165456,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_089.wav
jvs002,F,parallel,252055,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_076.wav
jvs002,F,parallel,171469,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_062.wav
jvs002,F,parallel,114537,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_063.wav
jvs002,F,parallel,225749,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_077.wav
jvs002,F,parallel,152432,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_088.wav
jvs002,F,parallel,154476,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_098.wav
jvs002,F,parallel,167428,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_073.wav
jvs002,F,parallel,175276,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_067.wav
jvs002,F,parallel,180781,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_066.wav
jvs002,F,parallel,172311,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_072.wav
jvs002,F,parallel,129400,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_099.wav
jvs002,F,parallel,133189,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_064.wav
jvs002,F,parallel,187753,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_070.wav
jvs002,F,parallel,152802,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_058.wav
jvs002,F,parallel,156144,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_059.wav
jvs002,F,parallel,161944,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_071.wav
jvs002,F,parallel,204638,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_065.wav
jvs002,F,parallel,200557,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav
jvs002,F,parallel,146274,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_016.wav
jvs002,F,parallel,150327,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_017.wav
jvs002,F,parallel,144719,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav
jvs002,F,parallel,207358,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_029.wav
jvs002,F,parallel,126870,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_015.wav
jvs002,F,parallel,180224,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
jvs002,F,parallel,80756,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_014.wav
jvs002,F,parallel,233677,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_028.wav
jvs002,F,parallel,124755,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav
jvs002,F,parallel,155211,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav
jvs002,F,parallel,172975,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_038.wav
jvs002,F,parallel,164594,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_039.wav
jvs002,F,parallel,287818,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav
jvs002,F,parallel,173451,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav
jvs002,F,parallel,205697,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_007.wav
jvs002,F,parallel,136638,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_013.wav
jvs002,F,parallel,140362,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_012.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,parallel,110215,jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav
jvs002,F,non-parallel,144698,jvs002/nonpara30/wav24kHz16bit/TRAVEL1000_0639.wav
jvs002,F,non-parallel,66785,jvs002/nonpara30/wav24kHz16bit/TRAVEL1000_0772.wav
jvs002,F,non-parallel,78173,jvs002/nonpara30/wav24kHz16bit/BASIC5000_0533.wav
jvs002,F,non-parallel,120521,jvs002/nonpara30/wav24kHz16bit/BASIC5000_0724.wav
jvs002,F,non-parallel,79518,jvs002/nonpara30/wav24kHz16bit/UT-PARAPHRASE-sent212-phrase1.wav
jvs002,F,non-parallel,126859,jvs002/nonpara30/wav24kHz16bit/BASIC5000_2523.wav
jvs002,F,non-parallel,121362,jvs002/nonpara30/wav24kHz16bit/ONOMATOPEE300_036.wav
jvs002,F,non-parallel,105835,jvs002/nonpara30/wav24kHz16bit/BASIC5000_1516.wav
jvs002,F,non-parallel,89832,jvs002/nonpara30/wav24kHz16bit/BASIC5000_2396.wav
jvs002,F,non-parallel,107525,jvs002/nonpara30/wav24kHz16bit/BASIC5000_1883.wav
jvs002,F,non-parallel,146617,jvs002/nonpara30/wav24kHz16bit/TRAVEL1000_0312.wav
jvs002,F,non-parallel,107213,jvs002/nonpara30/wav24kHz16bit/BASIC5000_0963.wav
jvs002,F,non-parallel,95144,jvs002/nonpara30/wav24kHz16bit/BASIC5000_1260.wav
jvs002,F,non-parallel,136213,jvs002/nonpara30/wav24kHz16bit/UT-PARAPHRASE-sent080-phrase1.wav
jvs002,F,non-parallel,155395,jvs002/nonpara30/wav24kHz16bit/BASIC5000_2638.wav
jvs002,F,non-parallel,71186,jvs002/nonpara30/wav24kHz16bit/TRAVEL1000_0492.wav
jvs002,F,non-parallel,134362,jvs002/nonpara30/wav24kHz16bit/LOANWORD128_007.wav
jvs002,F,non-parallel,122040,jvs002/nonpara30/wav24kHz16bit/BASIC5000_1643.wav
